source,regime,sweep,sweep_value,d,N,average_in_degree,replication,method_internal,method_display,method_stream,cell_base_seed,data_seed,method_seed,paired_across_regimes
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,42,LibraryGreedy,Greedy-BIC,2,20260622,1418598675917195313,9729321171001581596,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,42,OracleDP,Poisson-only DP,3,20260622,1418598675917195313,14480329653104018754,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,42,PC-RCIT,PC-RCIT,4,20260622,1418598675917195313,6228633972129032681,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,42,PoissonDAG-ODS,ODS,7,20260622,1418598675917195313,13793598335840761686,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,43,LibraryDP,Proposed DP-BIC,1,20260622,2038136704896531160,622683996642683174,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,43,LibraryGreedy,Greedy-BIC,2,20260622,2038136704896531160,3822070569774297649,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,43,OracleDP,Poisson-only DP,3,20260622,2038136704896531160,320231458911549622,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,43,PC-RCIT,PC-RCIT,4,20260622,2038136704896531160,11006208985500403567,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,43,PoissonDAG-ODS,ODS,7,20260622,2038136704896531160,8596283175934858428,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,44,LibraryDP,Proposed DP-BIC,1,20260622,13778800769439593491,9093938552524171927,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,44,LibraryGreedy,Greedy-BIC,2,20260622,13778800769439593491,12313004542936301961,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,44,OracleDP,Poisson-only DP,3,20260622,13778800769439593491,11131356975529251397,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,44,PC-RCIT,PC-RCIT,4,20260622,13778800769439593491,2500417116974472996,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,44,PoissonDAG-ODS,ODS,7,20260622,13778800769439593491,12745537131722855377,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,45,LibraryDP,Proposed DP-BIC,1,20260622,2437951426218850304,11927042588074186596,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,45,LibraryGreedy,Greedy-BIC,2,20260622,2437951426218850304,11341401501909523940,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,45,OracleDP,Poisson-only DP,3,20260622,2437951426218850304,5863053691651867996,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,45,PC-RCIT,PC-RCIT,4,20260622,2437951426218850304,5980034352687072861,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,45,PoissonDAG-ODS,ODS,7,20260622,2437951426218850304,16939593063213682641,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,46,LibraryDP,Proposed DP-BIC,1,20260622,6866835175444471914,2764687962130089249,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,46,LibraryGreedy,Greedy-BIC,2,20260622,6866835175444471914,16392301156428351070,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,46,OracleDP,Poisson-only DP,3,20260622,6866835175444471914,870147913746760567,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,46,PC-RCIT,PC-RCIT,4,20260622,6866835175444471914,15029477651242355968,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,46,PoissonDAG-ODS,ODS,7,20260622,6866835175444471914,5257092511304965446,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,47,LibraryDP,Proposed DP-BIC,1,20260622,12255301811431422014,131448055809366332,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,47,LibraryGreedy,Greedy-BIC,2,20260622,12255301811431422014,5839377864977924127,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,47,OracleDP,Poisson-only DP,3,20260622,12255301811431422014,4202520733960867915,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,47,PC-RCIT,PC-RCIT,4,20260622,12255301811431422014,14203292084373136713,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,47,PoissonDAG-ODS,ODS,7,20260622,12255301811431422014,8043375351695262161,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,48,LibraryDP,Proposed DP-BIC,1,20260622,17788447616455911242,15966309374264864320,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,48,LibraryGreedy,Greedy-BIC,2,20260622,17788447616455911242,5232978643975912150,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,48,OracleDP,Poisson-only DP,3,20260622,17788447616455911242,18216056096360749039,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,48,PC-RCIT,PC-RCIT,4,20260622,17788447616455911242,3825833812754945640,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,48,PoissonDAG-ODS,ODS,7,20260622,17788447616455911242,11201947807722308467,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,49,LibraryDP,Proposed DP-BIC,1,20260622,2078941520218336371,7392815953511511276,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,49,LibraryGreedy,Greedy-BIC,2,20260622,2078941520218336371,3686487488552177179,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,49,OracleDP,Poisson-only DP,3,20260622,2078941520218336371,11609465712924557229,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,49,PC-RCIT,PC-RCIT,4,20260622,2078941520218336371,8677657618171864988,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,49,PoissonDAG-ODS,ODS,7,20260622,2078941520218336371,577961402244131521,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,50,LibraryDP,Proposed DP-BIC,1,20260622,15326178342004555179,10525721748979795803,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,50,LibraryGreedy,Greedy-BIC,2,20260622,15326178342004555179,10965445835117713920,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,50,OracleDP,Poisson-only DP,3,20260622,15326178342004555179,10066758307026436100,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,50,PC-RCIT,PC-RCIT,4,20260622,15326178342004555179,1211433619571338518,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,50,PoissonDAG-ODS,ODS,7,20260622,15326178342004555179,2183668806324208833,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,51,LibraryDP,Proposed DP-BIC,1,20260622,15917106407939482665,17580621264988748794,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,51,LibraryGreedy,Greedy-BIC,2,20260622,15917106407939482665,3811318525138981434,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,51,OracleDP,Poisson-only DP,3,20260622,15917106407939482665,2898406465342727912,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,51,PC-RCIT,PC-RCIT,4,20260622,15917106407939482665,12058939451514335058,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,51,PoissonDAG-ODS,ODS,7,20260622,15917106407939482665,12311101060626021962,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,52,LibraryDP,Proposed DP-BIC,1,20260622,6218247902169513176,2139186553387749169,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,52,LibraryGreedy,Greedy-BIC,2,20260622,6218247902169513176,4337294519102585577,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,52,OracleDP,Poisson-only DP,3,20260622,6218247902169513176,7300032486051195503,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,52,PC-RCIT,PC-RCIT,4,20260622,6218247902169513176,10118697300438625131,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,52,PoissonDAG-ODS,ODS,7,20260622,6218247902169513176,13616858304180049147,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,53,LibraryDP,Proposed DP-BIC,1,20260622,10943396165274763182,7102111059202457658,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,53,LibraryGreedy,Greedy-BIC,2,20260622,10943396165274763182,12303278994973551751,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,53,OracleDP,Poisson-only DP,3,20260622,10943396165274763182,3699697464325604805,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,53,PC-RCIT,PC-RCIT,4,20260622,10943396165274763182,8496951691576858275,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,53,PoissonDAG-ODS,ODS,7,20260622,10943396165274763182,14255290757076095658,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,54,LibraryDP,Proposed DP-BIC,1,20260622,8923664745413686438,1314950699390322147,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,54,LibraryGreedy,Greedy-BIC,2,20260622,8923664745413686438,3950706359765929683,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,54,OracleDP,Poisson-only DP,3,20260622,8923664745413686438,2152751524026867876,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,54,PC-RCIT,PC-RCIT,4,20260622,8923664745413686438,14574561666541413768,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,54,PoissonDAG-ODS,ODS,7,20260622,8923664745413686438,3527766322598760535,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,55,LibraryDP,Proposed DP-BIC,1,20260622,16788230507244163442,17171264381122534956,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,55,LibraryGreedy,Greedy-BIC,2,20260622,16788230507244163442,14473190285582986701,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,55,OracleDP,Poisson-only DP,3,20260622,16788230507244163442,2436793014624280393,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,55,PC-RCIT,PC-RCIT,4,20260622,16788230507244163442,11157908580534431722,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,55,PoissonDAG-ODS,ODS,7,20260622,16788230507244163442,13598136738222440216,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,56,LibraryDP,Proposed DP-BIC,1,20260622,10470013133274391343,10686978941220073892,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,56,LibraryGreedy,Greedy-BIC,2,20260622,10470013133274391343,1527662533759149937,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,56,OracleDP,Poisson-only DP,3,20260622,10470013133274391343,6779527386778136253,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,56,PC-RCIT,PC-RCIT,4,20260622,10470013133274391343,18186946130776435953,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,56,PoissonDAG-ODS,ODS,7,20260622,10470013133274391343,17833014803106321180,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,57,LibraryDP,Proposed DP-BIC,1,20260622,17201018810523520528,7210472332573178381,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,57,LibraryGreedy,Greedy-BIC,2,20260622,17201018810523520528,3257371172190962482,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,57,OracleDP,Poisson-only DP,3,20260622,17201018810523520528,15012245564531872751,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,57,PC-RCIT,PC-RCIT,4,20260622,17201018810523520528,7530491196176995522,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,57,PoissonDAG-ODS,ODS,7,20260622,17201018810523520528,2956104080176813746,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,58,LibraryDP,Proposed DP-BIC,1,20260622,9255126505462857932,12805469986019730572,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,58,LibraryGreedy,Greedy-BIC,2,20260622,9255126505462857932,6456162971105227599,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,58,OracleDP,Poisson-only DP,3,20260622,9255126505462857932,1971527860561128177,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,58,PC-RCIT,PC-RCIT,4,20260622,9255126505462857932,3350652293598069978,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,58,PoissonDAG-ODS,ODS,7,20260622,9255126505462857932,6905172679613373874,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,59,LibraryDP,Proposed DP-BIC,1,20260622,7347433914415032612,6390009207324764437,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,59,LibraryGreedy,Greedy-BIC,2,20260622,7347433914415032612,10136202162672655467,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,59,OracleDP,Poisson-only DP,3,20260622,7347433914415032612,12076511716986621017,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,59,PC-RCIT,PC-RCIT,4,20260622,7347433914415032612,10209650806428675685,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,59,PoissonDAG-ODS,ODS,7,20260622,7347433914415032612,10686465032381176144,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,60,LibraryDP,Proposed DP-BIC,1,20260622,15562870727841805026,3008365532857167026,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,60,LibraryGreedy,Greedy-BIC,2,20260622,15562870727841805026,27984146867594144,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,60,OracleDP,Poisson-only DP,3,20260622,15562870727841805026,14245983385135904667,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,60,PC-RCIT,PC-RCIT,4,20260622,15562870727841805026,16301646620074379113,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,60,PoissonDAG-ODS,ODS,7,20260622,15562870727841805026,7833192830835631839,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,61,LibraryDP,Proposed DP-BIC,1,20260622,13181601998253261245,8600700675169097787,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,61,LibraryGreedy,Greedy-BIC,2,20260622,13181601998253261245,11456594752659834198,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,61,OracleDP,Poisson-only DP,3,20260622,13181601998253261245,1696335982545958008,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,61,PC-RCIT,PC-RCIT,4,20260622,13181601998253261245,15895177004928790525,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,61,PoissonDAG-ODS,ODS,7,20260622,13181601998253261245,4840433779489217239,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,62,LibraryDP,Proposed DP-BIC,1,20260622,6986154227775508785,11631277272876114157,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,62,LibraryGreedy,Greedy-BIC,2,20260622,6986154227775508785,1598498440164790953,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,62,OracleDP,Poisson-only DP,3,20260622,6986154227775508785,8619286224709572238,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,62,PC-RCIT,PC-RCIT,4,20260622,6986154227775508785,17013288708593700003,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,62,PoissonDAG-ODS,ODS,7,20260622,6986154227775508785,14462574985596092477,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,63,LibraryDP,Proposed DP-BIC,1,20260622,10965837087558344423,13615079648657884613,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,63,LibraryGreedy,Greedy-BIC,2,20260622,10965837087558344423,17322663595042939017,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,63,OracleDP,Poisson-only DP,3,20260622,10965837087558344423,15586408526703601849,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,63,PC-RCIT,PC-RCIT,4,20260622,10965837087558344423,4446457902066525287,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,63,PoissonDAG-ODS,ODS,7,20260622,10965837087558344423,16826828592429494366,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,64,LibraryDP,Proposed DP-BIC,1,20260622,4001017515702965764,3766134136587278359,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,64,LibraryGreedy,Greedy-BIC,2,20260622,4001017515702965764,3609895180850969152,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,64,OracleDP,Poisson-only DP,3,20260622,4001017515702965764,16402591575057113162,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,64,PC-RCIT,PC-RCIT,4,20260622,4001017515702965764,6512556125602300245,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,64,PoissonDAG-ODS,ODS,7,20260622,4001017515702965764,10679151065009229320,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,65,LibraryDP,Proposed DP-BIC,1,20260622,1107317051626802640,5555889763562437526,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,65,LibraryGreedy,Greedy-BIC,2,20260622,1107317051626802640,5598233434894752199,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,65,OracleDP,Poisson-only DP,3,20260622,1107317051626802640,11252063548677166229,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,65,PC-RCIT,PC-RCIT,4,20260622,1107317051626802640,2383000079992682812,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,65,PoissonDAG-ODS,ODS,7,20260622,1107317051626802640,13253791659281121507,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,66,LibraryDP,Proposed DP-BIC,1,20260622,266522906349602307,10069670066135256617,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,66,LibraryGreedy,Greedy-BIC,2,20260622,266522906349602307,7941803079982508534,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,66,OracleDP,Poisson-only DP,3,20260622,266522906349602307,311758176341394567,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,66,PC-RCIT,PC-RCIT,4,20260622,266522906349602307,15463913510736833671,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,66,PoissonDAG-ODS,ODS,7,20260622,266522906349602307,13344174772505124191,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,67,LibraryDP,Proposed DP-BIC,1,20260622,1911703726009178070,6194311774792709223,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,67,LibraryGreedy,Greedy-BIC,2,20260622,1911703726009178070,12547827436051183373,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,67,OracleDP,Poisson-only DP,3,20260622,1911703726009178070,7971977877878163914,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,67,PC-RCIT,PC-RCIT,4,20260622,1911703726009178070,14714688166374732659,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,67,PoissonDAG-ODS,ODS,7,20260622,1911703726009178070,11358938708335721811,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,68,LibraryDP,Proposed DP-BIC,1,20260622,2788128393592803653,10975211957221410390,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,68,LibraryGreedy,Greedy-BIC,2,20260622,2788128393592803653,8842216866927314949,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,68,OracleDP,Poisson-only DP,3,20260622,2788128393592803653,3756409801045630848,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,68,PC-RCIT,PC-RCIT,4,20260622,2788128393592803653,6413377706000771472,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,68,PoissonDAG-ODS,ODS,7,20260622,2788128393592803653,17048705744878389285,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,69,LibraryDP,Proposed DP-BIC,1,20260622,7283158987070880149,15661556474094128946,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,69,LibraryGreedy,Greedy-BIC,2,20260622,7283158987070880149,18217325458803603450,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,69,OracleDP,Poisson-only DP,3,20260622,7283158987070880149,11921847824357567535,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,69,PC-RCIT,PC-RCIT,4,20260622,7283158987070880149,1008029309651076535,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,69,PoissonDAG-ODS,ODS,7,20260622,7283158987070880149,9265755499777763005,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,70,LibraryDP,Proposed DP-BIC,1,20260622,17627085072851954181,17661214347413670966,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,70,LibraryGreedy,Greedy-BIC,2,20260622,17627085072851954181,2849599246684773768,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,70,OracleDP,Poisson-only DP,3,20260622,17627085072851954181,17199855437819118408,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,70,PC-RCIT,PC-RCIT,4,20260622,17627085072851954181,8060986585144995846,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,70,PoissonDAG-ODS,ODS,7,20260622,17627085072851954181,13554101914567141644,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,71,LibraryDP,Proposed DP-BIC,1,20260622,10433167398789188860,16726584986610674573,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,71,LibraryGreedy,Greedy-BIC,2,20260622,10433167398789188860,5463148168466506890,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,71,OracleDP,Poisson-only DP,3,20260622,10433167398789188860,2001571724992387036,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,71,PC-RCIT,PC-RCIT,4,20260622,10433167398789188860,5242835374033874302,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,71,PoissonDAG-ODS,ODS,7,20260622,10433167398789188860,11071307543343261160,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,72,LibraryDP,Proposed DP-BIC,1,20260622,9232494629662354504,11517777493272007199,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,72,LibraryGreedy,Greedy-BIC,2,20260622,9232494629662354504,208058719384554561,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,72,OracleDP,Poisson-only DP,3,20260622,9232494629662354504,869551778839652966,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,72,PC-RCIT,PC-RCIT,4,20260622,9232494629662354504,5722463615626868341,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,72,PoissonDAG-ODS,ODS,7,20260622,9232494629662354504,7847883181968569375,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,73,LibraryDP,Proposed DP-BIC,1,20260622,12072393898195615228,18149033030859371596,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,73,LibraryGreedy,Greedy-BIC,2,20260622,12072393898195615228,15564363321769587111,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,73,OracleDP,Poisson-only DP,3,20260622,12072393898195615228,4193012335761703841,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,73,PC-RCIT,PC-RCIT,4,20260622,12072393898195615228,9294753407592803244,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,73,PoissonDAG-ODS,ODS,7,20260622,12072393898195615228,13736892897210079395,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,74,LibraryDP,Proposed DP-BIC,1,20260622,15435222155662146652,2744345576079496371,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,74,LibraryGreedy,Greedy-BIC,2,20260622,15435222155662146652,3827831262595220815,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,74,OracleDP,Poisson-only DP,3,20260622,15435222155662146652,14275956958354933003,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,74,PC-RCIT,PC-RCIT,4,20260622,15435222155662146652,6268119451445780576,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,74,PoissonDAG-ODS,ODS,7,20260622,15435222155662146652,8182326142491305540,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,75,LibraryDP,Proposed DP-BIC,1,20260622,12484582168155948295,3274718878447410958,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,75,LibraryGreedy,Greedy-BIC,2,20260622,12484582168155948295,14725602473698547349,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,75,OracleDP,Poisson-only DP,3,20260622,12484582168155948295,5758002436086078416,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,75,PC-RCIT,PC-RCIT,4,20260622,12484582168155948295,8148965384722983175,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,75,PoissonDAG-ODS,ODS,7,20260622,12484582168155948295,15770857081962674973,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,76,LibraryDP,Proposed DP-BIC,1,20260622,13895882050099365889,9745769784599018583,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,76,LibraryGreedy,Greedy-BIC,2,20260622,13895882050099365889,14471846601028745627,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,76,OracleDP,Poisson-only DP,3,20260622,13895882050099365889,12451684202967738126,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,76,PC-RCIT,PC-RCIT,4,20260622,13895882050099365889,367567789860139948,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,76,PoissonDAG-ODS,ODS,7,20260622,13895882050099365889,1813472376643452891,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,77,LibraryDP,Proposed DP-BIC,1,20260622,9597159461715659224,13385713332574136511,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,77,LibraryGreedy,Greedy-BIC,2,20260622,9597159461715659224,11940794063372702365,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,77,OracleDP,Poisson-only DP,3,20260622,9597159461715659224,9540430066615790582,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,77,PC-RCIT,PC-RCIT,4,20260622,9597159461715659224,8785965298304610342,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,77,PoissonDAG-ODS,ODS,7,20260622,9597159461715659224,3757532922868322957,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,78,LibraryDP,Proposed DP-BIC,1,20260622,7504129117622988485,9444478487268447079,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,78,LibraryGreedy,Greedy-BIC,2,20260622,7504129117622988485,7778254594660957373,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,78,OracleDP,Poisson-only DP,3,20260622,7504129117622988485,11482133179692161207,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,78,PC-RCIT,PC-RCIT,4,20260622,7504129117622988485,12914522921701552322,True
ptsem_final_corrected_core,extended,sample_size,100.0,8,100,1.5,78,PoissonDAG-ODS,ODS,7,20260622,7504129117622988485,2047216058094813956,True
