regime,sweep,sweep_value,shared_cell_id,d,N,average_in_degree,replication,method_internal,method_display,master_seed,data_seed,method_seed
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,77,LibraryGreedy,Greedy-BIC,20260622,7372436766538612171,14295628575986740353
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,77,OracleDP,Oracle DP,20260622,7372436766538612171,640590954493191310
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,77,PoissonDAG-ODS,ODS,20260622,7372436766538612171,14313315820814670553
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,77,PC-RCIT,PC-RCIT,20260622,7372436766538612171,11741884483767703017
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,77,PBSCM,PB-SCM,20260622,7372436766538612171,7822736224412754737
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,77,PBSCM_PGF,PB-SCM-PGF,20260622,7372436766538612171,3013630295242082454
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,78,LibraryDP,Proposed DP-BIC,20260622,7216203719014418257,3389002982507715465
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,78,LibraryGreedy,Greedy-BIC,20260622,7216203719014418257,5971699926730693994
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,78,OracleDP,Oracle DP,20260622,7216203719014418257,13689669693580662083
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,78,PoissonDAG-ODS,ODS,20260622,7216203719014418257,16132239287815669396
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,78,PC-RCIT,PC-RCIT,20260622,7216203719014418257,12282076508785516958
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,78,PBSCM,PB-SCM,20260622,7216203719014418257,1499629653638238949
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,78,PBSCM_PGF,PB-SCM-PGF,20260622,7216203719014418257,5181947069219213568
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,79,LibraryDP,Proposed DP-BIC,20260622,4151029520875400548,8530090793496429488
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,79,LibraryGreedy,Greedy-BIC,20260622,4151029520875400548,437051604031478277
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,79,OracleDP,Oracle DP,20260622,4151029520875400548,12329648346057659860
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,79,PoissonDAG-ODS,ODS,20260622,4151029520875400548,8482689177542826443
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,79,PC-RCIT,PC-RCIT,20260622,4151029520875400548,2235328409849752923
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,79,PBSCM,PB-SCM,20260622,4151029520875400548,10893522793632389364
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,79,PBSCM_PGF,PB-SCM-PGF,20260622,4151029520875400548,9335976495231031464
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,80,LibraryDP,Proposed DP-BIC,20260622,10963745998415817571,564650819907218232
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,80,LibraryGreedy,Greedy-BIC,20260622,10963745998415817571,3761136167321970132
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,80,OracleDP,Oracle DP,20260622,10963745998415817571,13995202145012739458
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,80,PoissonDAG-ODS,ODS,20260622,10963745998415817571,6150501256554699727
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,80,PC-RCIT,PC-RCIT,20260622,10963745998415817571,9295148213705867377
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,80,PBSCM,PB-SCM,20260622,10963745998415817571,17487797331948494244
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,80,PBSCM_PGF,PB-SCM-PGF,20260622,10963745998415817571,15357043918913626408
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,81,LibraryDP,Proposed DP-BIC,20260622,8614658878925879858,11108100420389793538
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,81,LibraryGreedy,Greedy-BIC,20260622,8614658878925879858,17444007974794968763
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,81,OracleDP,Oracle DP,20260622,8614658878925879858,18245388282292788312
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,81,PoissonDAG-ODS,ODS,20260622,8614658878925879858,3807015051908505442
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,81,PC-RCIT,PC-RCIT,20260622,8614658878925879858,3503239660868621665
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,81,PBSCM,PB-SCM,20260622,8614658878925879858,10526318136447180585
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,81,PBSCM_PGF,PB-SCM-PGF,20260622,8614658878925879858,1862306734315120158
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,82,LibraryDP,Proposed DP-BIC,20260622,11823708595967007729,8152395560160598676
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,82,LibraryGreedy,Greedy-BIC,20260622,11823708595967007729,8748573929010055344
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,82,OracleDP,Oracle DP,20260622,11823708595967007729,12954928419546711779
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,82,PoissonDAG-ODS,ODS,20260622,11823708595967007729,7152374062777982574
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,82,PC-RCIT,PC-RCIT,20260622,11823708595967007729,12538758670720023837
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,82,PBSCM,PB-SCM,20260622,11823708595967007729,2855799838931549566
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,82,PBSCM_PGF,PB-SCM-PGF,20260622,11823708595967007729,13534248954859915795
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,83,LibraryDP,Proposed DP-BIC,20260622,13676493367392198912,10106686364428666664
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,83,LibraryGreedy,Greedy-BIC,20260622,13676493367392198912,13236605898699253314
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,83,OracleDP,Oracle DP,20260622,13676493367392198912,16031139795737649239
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,83,PoissonDAG-ODS,ODS,20260622,13676493367392198912,18374161032645574360
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,83,PC-RCIT,PC-RCIT,20260622,13676493367392198912,17584002132140599965
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,83,PBSCM,PB-SCM,20260622,13676493367392198912,885372753903800323
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,83,PBSCM_PGF,PB-SCM-PGF,20260622,13676493367392198912,2465948571293896173
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,84,LibraryDP,Proposed DP-BIC,20260622,16450180427476480988,4215640590550904414
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,84,LibraryGreedy,Greedy-BIC,20260622,16450180427476480988,14816299601954034885
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,84,OracleDP,Oracle DP,20260622,16450180427476480988,14462529428688186926
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,84,PoissonDAG-ODS,ODS,20260622,16450180427476480988,12959646953160949062
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,84,PC-RCIT,PC-RCIT,20260622,16450180427476480988,17724560351100374647
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,84,PBSCM,PB-SCM,20260622,16450180427476480988,2780065839135974051
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,84,PBSCM_PGF,PB-SCM-PGF,20260622,16450180427476480988,14148154849628675768
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,85,LibraryDP,Proposed DP-BIC,20260622,9483465240925590125,12446078834734802644
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,85,LibraryGreedy,Greedy-BIC,20260622,9483465240925590125,14691069583958351939
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,85,OracleDP,Oracle DP,20260622,9483465240925590125,15296031590784174548
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,85,PoissonDAG-ODS,ODS,20260622,9483465240925590125,12537850211746763040
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,85,PC-RCIT,PC-RCIT,20260622,9483465240925590125,18176110305102691547
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,85,PBSCM,PB-SCM,20260622,9483465240925590125,17217645013109777482
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,85,PBSCM_PGF,PB-SCM-PGF,20260622,9483465240925590125,10069080473461196888
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,86,LibraryDP,Proposed DP-BIC,20260622,14334860259958131057,1636663498842929337
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,86,LibraryGreedy,Greedy-BIC,20260622,14334860259958131057,3866269541198669693
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,86,OracleDP,Oracle DP,20260622,14334860259958131057,4827537816767783155
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,86,PoissonDAG-ODS,ODS,20260622,14334860259958131057,6123829100961829843
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,86,PC-RCIT,PC-RCIT,20260622,14334860259958131057,4796385115186627531
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,86,PBSCM,PB-SCM,20260622,14334860259958131057,9061456823093074319
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,86,PBSCM_PGF,PB-SCM-PGF,20260622,14334860259958131057,14521313648604025864
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,87,LibraryDP,Proposed DP-BIC,20260622,4923895213678854518,9022124659247578798
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,87,LibraryGreedy,Greedy-BIC,20260622,4923895213678854518,14195791287164680100
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,87,OracleDP,Oracle DP,20260622,4923895213678854518,5812961938357729237
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,87,PoissonDAG-ODS,ODS,20260622,4923895213678854518,15477700077182085590
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,87,PC-RCIT,PC-RCIT,20260622,4923895213678854518,14908315581555370968
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,87,PBSCM,PB-SCM,20260622,4923895213678854518,5264324422607775849
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,87,PBSCM_PGF,PB-SCM-PGF,20260622,4923895213678854518,14574746786410851474
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,88,LibraryDP,Proposed DP-BIC,20260622,9978134532487750462,9904260712247247956
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,88,LibraryGreedy,Greedy-BIC,20260622,9978134532487750462,8695436207491964349
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,88,OracleDP,Oracle DP,20260622,9978134532487750462,2651851164166217439
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,88,PoissonDAG-ODS,ODS,20260622,9978134532487750462,2102981853102955688
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,88,PC-RCIT,PC-RCIT,20260622,9978134532487750462,10649113562894859570
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,88,PBSCM,PB-SCM,20260622,9978134532487750462,11886474996590157685
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,88,PBSCM_PGF,PB-SCM-PGF,20260622,9978134532487750462,7812437096460571204
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,89,LibraryDP,Proposed DP-BIC,20260622,6188390809681617397,6382172654517885553
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,89,LibraryGreedy,Greedy-BIC,20260622,6188390809681617397,2833219377989531102
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,89,OracleDP,Oracle DP,20260622,6188390809681617397,12401733395014001846
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,89,PoissonDAG-ODS,ODS,20260622,6188390809681617397,6678163770972778764
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,89,PC-RCIT,PC-RCIT,20260622,6188390809681617397,6667887983182759988
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,89,PBSCM,PB-SCM,20260622,6188390809681617397,10131911172899111402
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,89,PBSCM_PGF,PB-SCM-PGF,20260622,6188390809681617397,3294005844063438387
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,90,LibraryDP,Proposed DP-BIC,20260622,890119050105757454,4221177281166189206
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,90,LibraryGreedy,Greedy-BIC,20260622,890119050105757454,854230238645829571
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,90,OracleDP,Oracle DP,20260622,890119050105757454,1998260627897440126
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,90,PoissonDAG-ODS,ODS,20260622,890119050105757454,18215185728508214965
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,90,PC-RCIT,PC-RCIT,20260622,890119050105757454,4290341072840396854
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,90,PBSCM,PB-SCM,20260622,890119050105757454,11206556601963750434
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,90,PBSCM_PGF,PB-SCM-PGF,20260622,890119050105757454,981577576491559581
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,91,LibraryDP,Proposed DP-BIC,20260622,16740474615169945064,12688506072447301621
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,91,LibraryGreedy,Greedy-BIC,20260622,16740474615169945064,9866188599787593214
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,91,OracleDP,Oracle DP,20260622,16740474615169945064,2380946293434317489
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,91,PoissonDAG-ODS,ODS,20260622,16740474615169945064,4268610174033542883
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,91,PC-RCIT,PC-RCIT,20260622,16740474615169945064,6088874045811583579
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,91,PBSCM,PB-SCM,20260622,16740474615169945064,6805285201290360702
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,91,PBSCM_PGF,PB-SCM-PGF,20260622,16740474615169945064,4921701888348511027
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,92,LibraryDP,Proposed DP-BIC,20260622,10578746284173568427,8638977683910689005
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,92,LibraryGreedy,Greedy-BIC,20260622,10578746284173568427,7206657016355066630
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,92,OracleDP,Oracle DP,20260622,10578746284173568427,8919284580248635086
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,92,PoissonDAG-ODS,ODS,20260622,10578746284173568427,15996419613547973300
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,92,PC-RCIT,PC-RCIT,20260622,10578746284173568427,10471816193271167409
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,92,PBSCM,PB-SCM,20260622,10578746284173568427,9307979568269291073
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,92,PBSCM_PGF,PB-SCM-PGF,20260622,10578746284173568427,186091921654133350
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,93,LibraryDP,Proposed DP-BIC,20260622,872284160356084117,8696569037448274927
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,93,LibraryGreedy,Greedy-BIC,20260622,872284160356084117,7928602276611209772
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,93,OracleDP,Oracle DP,20260622,872284160356084117,1206389287568015986
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,93,PoissonDAG-ODS,ODS,20260622,872284160356084117,10981957225445177098
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,93,PC-RCIT,PC-RCIT,20260622,872284160356084117,14722503048763081718
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,93,PBSCM,PB-SCM,20260622,872284160356084117,8998672484295162199
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,93,PBSCM_PGF,PB-SCM-PGF,20260622,872284160356084117,4838599524601249525
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,94,LibraryDP,Proposed DP-BIC,20260622,8458694450911159498,15636836737183095036
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,94,LibraryGreedy,Greedy-BIC,20260622,8458694450911159498,10446812877938843041
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,94,OracleDP,Oracle DP,20260622,8458694450911159498,4336217050492585158
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,94,PoissonDAG-ODS,ODS,20260622,8458694450911159498,16970976638226592004
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,94,PC-RCIT,PC-RCIT,20260622,8458694450911159498,11690893352980321883
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,94,PBSCM,PB-SCM,20260622,8458694450911159498,5815031849291428385
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,94,PBSCM_PGF,PB-SCM-PGF,20260622,8458694450911159498,4717728407184107247
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,95,LibraryDP,Proposed DP-BIC,20260622,16422793567943792771,11292526900711174729
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,95,LibraryGreedy,Greedy-BIC,20260622,16422793567943792771,17703295122377695155
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,95,OracleDP,Oracle DP,20260622,16422793567943792771,10641182984079374662
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,95,PoissonDAG-ODS,ODS,20260622,16422793567943792771,12811248651175465046
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,95,PC-RCIT,PC-RCIT,20260622,16422793567943792771,5044864537435339023
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,95,PBSCM,PB-SCM,20260622,16422793567943792771,6996095526131810269
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,95,PBSCM_PGF,PB-SCM-PGF,20260622,16422793567943792771,15400919057995889742
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,96,LibraryDP,Proposed DP-BIC,20260622,17990248470018869741,490352940729459595
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,96,LibraryGreedy,Greedy-BIC,20260622,17990248470018869741,9197996582368500641
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,96,OracleDP,Oracle DP,20260622,17990248470018869741,8943347597905770398
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,96,PoissonDAG-ODS,ODS,20260622,17990248470018869741,11935112651483149394
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,96,PC-RCIT,PC-RCIT,20260622,17990248470018869741,9710957412321664526
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,96,PBSCM,PB-SCM,20260622,17990248470018869741,11141309194722285810
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,96,PBSCM_PGF,PB-SCM-PGF,20260622,17990248470018869741,15889834989871437460
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,97,LibraryDP,Proposed DP-BIC,20260622,15713602570049355518,15080281816885262563
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,97,LibraryGreedy,Greedy-BIC,20260622,15713602570049355518,11119481805502381416
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,97,OracleDP,Oracle DP,20260622,15713602570049355518,9125628615042564788
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,97,PoissonDAG-ODS,ODS,20260622,15713602570049355518,56622431358016357
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,97,PC-RCIT,PC-RCIT,20260622,15713602570049355518,17786946012067849219
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,97,PBSCM,PB-SCM,20260622,15713602570049355518,5480152337309298893
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,97,PBSCM_PGF,PB-SCM-PGF,20260622,15713602570049355518,11227652363508344718
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,98,LibraryDP,Proposed DP-BIC,20260622,3629188815429591167,2933754140227945478
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,98,LibraryGreedy,Greedy-BIC,20260622,3629188815429591167,3745894180876567386
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,98,OracleDP,Oracle DP,20260622,3629188815429591167,1966597150080365868
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,98,PoissonDAG-ODS,ODS,20260622,3629188815429591167,3909916197611756153
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,98,PC-RCIT,PC-RCIT,20260622,3629188815429591167,6859958999550158360
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,98,PBSCM,PB-SCM,20260622,3629188815429591167,14390570783290276341
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,98,PBSCM_PGF,PB-SCM-PGF,20260622,3629188815429591167,12592974515938455645
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,99,LibraryDP,Proposed DP-BIC,20260622,920959909285481919,9989843022203008447
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,99,LibraryGreedy,Greedy-BIC,20260622,920959909285481919,2965846345798358665
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,99,OracleDP,Oracle DP,20260622,920959909285481919,18304067641681935960
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,99,PoissonDAG-ODS,ODS,20260622,920959909285481919,4349615080123384726
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,99,PC-RCIT,PC-RCIT,20260622,920959909285481919,8516363524800122322
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,99,PBSCM,PB-SCM,20260622,920959909285481919,2281218331265516203
restricted,dimension,9.0,restricted_d9_N3200_k1p5,9,3200,1.5,99,PBSCM_PGF,PB-SCM-PGF,20260622,920959909285481919,17220421837693056846
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,0,LibraryDP,Proposed DP-BIC,20260622,7362045369866539195,8701600671433432720
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,0,LibraryGreedy,Greedy-BIC,20260622,7362045369866539195,8781764533981739306
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,0,OracleDP,Oracle DP,20260622,7362045369866539195,2309351855086244082
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,0,PoissonDAG-ODS,ODS,20260622,7362045369866539195,9686144622398030037
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,0,PC-RCIT,PC-RCIT,20260622,7362045369866539195,17685494443104135986
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,0,PBSCM,PB-SCM,20260622,7362045369866539195,8406259298311381359
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,0,PBSCM_PGF,PB-SCM-PGF,20260622,7362045369866539195,13052590270667473194
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,1,LibraryDP,Proposed DP-BIC,20260622,1592695865156129739,6420471130924710487
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,1,LibraryGreedy,Greedy-BIC,20260622,1592695865156129739,6696541074311982725
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,1,OracleDP,Oracle DP,20260622,1592695865156129739,15278603021292968303
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,1,PoissonDAG-ODS,ODS,20260622,1592695865156129739,15055608695972229067
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,1,PC-RCIT,PC-RCIT,20260622,1592695865156129739,16419290193104969599
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,1,PBSCM,PB-SCM,20260622,1592695865156129739,7429388435057251749
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,1,PBSCM_PGF,PB-SCM-PGF,20260622,1592695865156129739,8711271377373969828
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,2,LibraryDP,Proposed DP-BIC,20260622,7251301867632960808,8126371408077235944
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,2,LibraryGreedy,Greedy-BIC,20260622,7251301867632960808,13569685083086255303
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,2,OracleDP,Oracle DP,20260622,7251301867632960808,1872296056573677894
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,2,PoissonDAG-ODS,ODS,20260622,7251301867632960808,3741571778129632844
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,2,PC-RCIT,PC-RCIT,20260622,7251301867632960808,15892640741949892955
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,2,PBSCM,PB-SCM,20260622,7251301867632960808,5765865150346216318
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,2,PBSCM_PGF,PB-SCM-PGF,20260622,7251301867632960808,15853916736932918091
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,3,LibraryDP,Proposed DP-BIC,20260622,5532555604910562356,3573697186394188130
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,3,LibraryGreedy,Greedy-BIC,20260622,5532555604910562356,13392754245674643780
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,3,OracleDP,Oracle DP,20260622,5532555604910562356,3037016053826368658
restricted,dimension,10.0,restricted_d10_N3200_k1p5,10,3200,1.5,3,PoissonDAG-ODS,ODS,20260622,5532555604910562356,4116115210843615802
